"winnerIndex","seed","turns","crystalWin","unitWin","co_generations","co_sumChampionHostFindGen","co_sumChampionParasiteFindGen","oe_generations","oe_sumChampionHostFindGen"
"","","","","","37.0","","","470.0",""
"","","","","","33.0","","","495.0",""
"","","","","","35.0","","","457.0",""
"","","","","","40.0","","","469.0",""
"","","","","","39.0","","","509.0",""
"","","","","","45.0","","","595.0",""
"","","","","","41.0","","","517.0",""
"","","","","","42.0","","","494.0",""
"","","","","","37.0","","","510.0",""
"","","","","","43.0","","","526.0",""
"","","","","","45.0","","","520.0",""
"","","","","","41.0","","","498.0",""
"","","","","","36.0","","","528.0",""
"","","","","","40.0","","","545.0",""
"","","","","","35.0","","","633.0",""
"","","","","","40.0","","","562.0",""
"","","","","","40.0","","","564.0",""
"","","","","","51.0","","","662.0",""
"","","","","","49.0","","","643.0",""
"","","","","","46.0","","","662.0",""
"","","","","","50.0","","","675.0",""
"","","","","","55.0","","","586.0",""
"","","","","","56.0","","","712.0",""
"","","","","","57.0","","","706.0",""
"","","","","","53.0","","","683.0",""
"","","","","","63.0","","","653.0",""
"","","","","","61.0","","","658.0",""
"","","","","","66.0","","","681.0",""
"","","","","","","","","840.0",""
"1","1017192216884","53","False","True","27.0","924.0","925.0","1428.0","2725.0"
"","","","","","17.0","","","792.0",""
"","","","","","17.0","","","416.0",""
"","","","","","18.0","","","365.0",""
"","","","","","17.0","","","51.0",""
"","","","","","8.0","","","396.0",""
"","","","","","14.0","","","83.0",""
"","","","","","35.0","","","390.0",""
"","","","","","36.0","","","386.0",""
"","","","","","37.0","","","445.0",""
"","","","","","38.0","","","426.0",""
"","","","","","36.0","","","467.0",""
"","","","","","32.0","","","463.0",""
"","","","","","36.0","","","398.0",""
"","","","","","40.0","","","396.0",""
"","","","","","39.0","","","477.0",""
"","","","","","40.0","","","404.0",""
"","","","","","42.0","","","472.0",""
"","","","","","45.0","","","506.0",""
"","","","","","44.0","","","424.0",""
"","","","","","46.0","","","404.0",""
"","","","","","48.0","","","515.0",""
"","","","","","49.0","","","419.0",""
"","","","","","47.0","","","422.0",""
"","","","","","57.0","","","480.0",""
"","","","","","60.0","","","560.0",""
"","","","","","","","","560.0",""
"2","837932609394","72","True","False","32.0","1095.0","1138.0","1433.0","1909.0"
"","","","","","20.0","","","635.0",""
"","","","","","22.0","","","434.0",""
"","","","","","18.0","","","370.0",""
"","","","","","19.0","","","466.0",""
"","","","","","16.0","","","438.0",""
"","","","","","15.0","","","442.0",""
"","","","","","14.0","","","496.0",""
"","","","","","7.0","","","493.0",""
"","","","","","12.0","","","465.0",""
"","","","","","14.0","","","57.0",""
"","","","","","20.0","","","99.0",""
"","","","","","43.0","","","633.0",""
"","","","","","37.0","","","620.0",""
"","","","","","35.0","","","679.0",""
"","","","","","35.0","","","648.0",""
"","","","","","34.0","","","656.0",""
"","","","","","35.0","","","651.0",""
"","","","","","40.0","","","685.0",""
"","","","","","39.0","","","631.0",""
"","","","","","36.0","","","649.0",""
"","","","","","43.0","","","674.0",""
"","","","","","36.0","","","684.0",""
"","","","","","34.0","","","628.0",""
"","","","","","42.0","","","637.0",""
"","","","","","35.0","","","612.0",""
"","","","","","38.0","","","609.0",""
"","","","","","38.0","","","615.0",""
"","","","","","37.0","","","566.0",""
"","","","","","39.0","","","657.0",""
"","","","","","44.0","","","583.0",""
"","","","","","43.0","","","586.0",""
"","","","","","43.0","","","681.0",""
"","","","","","41.0","","","584.0",""
"","","","","","37.0","","","604.0",""
"","","","","","46.0","","","654.0",""
"2","678979841882","64","True","False","23.0","1305.0","1443.0","1580.0","2517.0"
"","","","","","26.0","","","840.0",""
"","","","","","22.0","","","714.0",""
"","","","","","9.0","","","536.0",""
"","","","","","19.0","","","37.0",""
"","","","","","13.0","","","428.0",""
"","","","","","32.0","","","27.0",""
"","","","","","13.0","","","365.0",""
"","","","","","34.0","","","427.0",""
"","","","","","36.0","","","423.0",""
"","","","","","35.0","","","424.0",""
"","","","","","32.0","","","507.0",""
"","","","","","36.0","","","412.0",""
"","","","","","36.0","","","493.0",""
"","","","","","40.0","","","569.0",""
"","","","","","42.0","","","567.0",""
"","","","","","43.0","","","572.0",""
"","","","","","45.0","","","649.0",""
"","","","","","47.0","","","672.0",""
"","","","","","45.0","","","668.0",""
"","","","","","47.0","","","614.0",""
"","","","","","48.0","","","662.0",""
"","","","","","50.0","","","891.0",""
"","","","","","58.0","","","950.0",""
"","","","","","56.0","","","972.0",""
"","","","","","59.0","","","879.0",""
"","","","","","64.0","","","774.0",""
"","","","","","64.0","","","1085.0",""
"","","","","","78.0","","","1040.0",""
"","","","","","75.0","","","1248.0",""
"","","","","","72.0","","","1246.0",""
"","","","","","144.0","","","1226.0",""
"2","194247421122","38","True","False","30.0","628.0","631.0","1446.0","1253.0"
"","","","","","21.0","","","850.0",""
"","","","","","22.0","","","706.0",""
"","","","","","9.0","","","535.0",""
"","","","","","22.0","","","101.0",""
"","","","","","38.0","","","106.0",""
"","","","","","23.0","","","471.0",""
"","","","","","37.0","","","417.0",""
"","","","","","40.0","","","455.0",""
"","","","","","43.0","","","504.0",""
"","","","","","40.0","","","583.0",""
"","","","","","37.0","","","517.0",""
"","","","","","40.0","","","511.0",""
"","","","","","35.0","","","584.0",""
"","","","","","38.0","","","612.0",""
"","","","","","38.0","","","571.0",""
"","","","","","37.0","","","458.0",""
"","","","","","45.0","","","435.0",""
"","","","","","39.0","","","432.0",""
"1","1443218373609","17","True","False","20.0","243.0","243.0","85.0","333.0"
"","","","","","35.0","","","117.0",""
"","","","","","23.0","","","706.0",""
"","","","","","23.0","","","465.0",""
"","","","","","13.0","","","414.0",""
"","","","","","42.0","","","62.0",""
"","","","","","42.0","","","417.0",""
"","","","","","45.0","","","386.0",""
"","","","","","","","","405.0",""
"1","958081582356","60","False","True","15.0","917.0","1057.0","89.0","3136.0"
"","","","","","23.0","","","47.0",""
"","","","","","25.0","","","106.0",""
"","","","","","22.0","","","478.0",""
"","","","","","20.0","","","314.0",""
"","","","","","16.0","","","374.0",""
"","","","","","16.0","","","312.0",""
"","","","","","8.0","","","321.0",""
"","","","","","16.0","","","303.0",""
"","","","","","11.0","","","352.0",""
"","","","","","34.0","","","33.0",""
"","","","","","36.0","","","373.0",""
"","","","","","37.0","","","388.0",""
"","","","","","38.0","","","427.0",""
"","","","","","35.0","","","375.0",""
"","","","","","35.0","","","391.0",""
"","","","","","38.0","","","345.0",""
"","","","","","38.0","","","417.0",""
"","","","","","34.0","","","377.0",""
"","","","","","37.0","","","370.0",""
"","","","","","37.0","","","401.0",""
"","","","","","39.0","","","393.0",""
"","","","","","38.0","","","452.0",""
"","","","","","42.0","","","485.0",""
"","","","","","38.0","","","439.0",""
"","","","","","38.0","","","488.0",""
"","","","","","50.0","","","478.0",""
"","","","","","50.0","","","487.0",""
"","","","","","51.0","","","466.0",""
"","","","","","140.0","","","451.0",""
"2","1146444801987","71","False","True","23.0","1206.0","1259.0","91.0","3351.0"
"","","","","","37.0","","","77.0",""
"","","","","","21.0","","","805.0",""
"","","","","","21.0","","","502.0",""
"","","","","","19.0","","","479.0",""
"","","","","","18.0","","","437.0",""
"","","","","","18.0","","","580.0",""
"","","","","","18.0","","","449.0",""
"","","","","","33.0","","","77.0",""
"","","","","","17.0","","","408.0",""
"","","","","","36.0","","","419.0",""
"","","","","","37.0","","","445.0",""
"","","","","","36.0","","","403.0",""
"","","","","","38.0","","","391.0",""
"","","","","","33.0","","","406.0",""
"","","","","","35.0","","","489.0",""
"","","","","","36.0","","","503.0",""
"","","","","","36.0","","","494.0",""
"","","","","","35.0","","","476.0",""
"","","","","","38.0","","","531.0",""
"","","","","","39.0","","","533.0",""
"","","","","","36.0","","","573.0",""
"","","","","","35.0","","","627.0",""
"","","","","","39.0","","","555.0",""
"","","","","","39.0","","","509.0",""
"","","","","","38.0","","","523.0",""
"","","","","","39.0","","","596.0",""
"","","","","","39.0","","","562.0",""
"","","","","","49.0","","","666.0",""
"","","","","","48.0","","","687.0",""
"","","","","","47.0","","","703.0",""
"","","","","","52.0","","","768.0",""
"","","","","","54.0","","","1024.0",""
"","","","","","50.0","","","1195.0",""
"","","","","","71.0","","","1364.0",""
"","","","","","","","","3599.0",""
"1","1290842525404","53","True","False","28.0","985.0","986.0","1515.0","3498.0"
"","","","","","15.0","","","844.0",""
"","","","","","24.0","","","77.0",""
"","","","","","19.0","","","54.0",""
"","","","","","40.0","","","436.0",""
"","","","","","41.0","","","538.0",""
"","","","","","40.0","","","524.0",""
"","","","","","37.0","","","489.0",""
"","","","","","38.0","","","501.0",""
"","","","","","38.0","","","486.0",""
"","","","","","39.0","","","523.0",""
"","","","","","39.0","","","502.0",""
"","","","","","37.0","","","537.0",""
"","","","","","38.0","","","568.0",""
"","","","","","39.0","","","576.0",""
"","","","","","37.0","","","550.0",""
"","","","","","38.0","","","530.0",""
"","","","","","42.0","","","487.0",""
"","","","","","40.0","","","623.0",""
"","","","","","38.0","","","545.0",""
"","","","","","40.0","","","567.0",""
"","","","","","49.0","","","720.0",""
"","","","","","42.0","","","549.0",""
"","","","","","44.0","","","565.0",""
"","","","","","52.0","","","754.0",""
"","","","","","52.0","","","760.0",""
"","","","","","","","","1113.0",""
"2","691209257516","53","False","True","27.0","930.0","956.0","85.0","4213.0"
"","","","","","25.0","","","46.0",""
"","","","","","29.0","","","45.0",""
"","","","","","21.0","","","524.0",""
"","","","","","18.0","","","431.0",""
"","","","","","12.0","","","319.0",""
"","","","","","38.0","","","83.0",""
"","","","","","38.0","","","306.0",""
"","","","","","33.0","","","367.0",""
"","","","","","35.0","","","348.0",""
"","","","","","38.0","","","442.0",""
"","","","","","38.0","","","405.0",""
"","","","","","36.0","","","454.0",""
"","","","","","35.0","","","426.0",""
"","","","","","34.0","","","393.0",""
"","","","","","35.0","","","369.0",""
"","","","","","40.0","","","449.0",""
"","","","","","39.0","","","509.0",""
"","","","","","41.0","","","499.0",""
"","","","","","41.0","","","580.0",""
"","","","","","43.0","","","596.0",""
"","","","","","47.0","","","549.0",""
"","","","","","50.0","","","663.0",""
"","","","","","56.0","","","1198.0",""
"","","","","","49.0","","","1055.0",""
"","","","","","58.0","","","1469.0",""
"","","","","","","","","3394.0",""
"2","171460987809","57","False","True","19.0","1059.0","1100.0","89.0","4693.0"
"","","","","","35.0","","","68.0",""
"","","","","","26.0","","","697.0",""
"","","","","","20.0","","","524.0",""
"","","","","","19.0","","","499.0",""
"","","","","","26.0","","","114.0",""
"","","","","","33.0","","","447.0",""
"","","","","","37.0","","","452.0",""
"","","","","","37.0","","","417.0",""
"","","","","","34.0","","","420.0",""
"","","","","","36.0","","","409.0",""
"","","","","","37.0","","","366.0",""
"","","","","","36.0","","","434.0",""
"","","","","","34.0","","","419.0",""
"","","","","","36.0","","","408.0",""
"","","","","","36.0","","","458.0",""
"","","","","","39.0","","","459.0",""
"","","","","","42.0","","","491.0",""
"","","","","","37.0","","","628.0",""
"","","","","","37.0","","","678.0",""
"","","","","","33.0","","","688.0",""
"","","","","","45.0","","","715.0",""
"","","","","","53.0","","","703.0",""
"","","","","","56.0","","","738.0",""
"","","","","","60.0","","","790.0",""
"","","","","","62.0","","","1026.0",""
"","","","","","61.0","","","1310.0",""
"","","","","","74.0","","","1562.0",""
"","","","","","","","","3999.0",""
"1","372509138364","55","False","True","27.0","997.0","1070.0","1379.0","4603.0"
"","","","","","15.0","","","96.0",""
"","","","","","24.0","","","520.0",""
"","","","","","24.0","","","486.0",""
"","","","","","17.0","","","380.0",""
"","","","","","15.0","","","370.0",""
"","","","","","15.0","","","31.0",""
"","","","","","30.0","","","354.0",""
"","","","","","31.0","","","377.0",""
"","","","","","35.0","","","361.0",""
"","","","","","41.0","","","513.0",""
"","","","","","36.0","","","429.0",""
"","","","","","42.0","","","425.0",""
"","","","","","47.0","","","517.0",""
"","","","","","43.0","","","469.0",""
"","","","","","47.0","","","511.0",""
"","","","","","42.0","","","488.0",""
"","","","","","42.0","","","472.0",""
"","","","","","46.0","","","445.0",""
"","","","","","51.0","","","599.0",""
"","","","","","48.0","","","656.0",""
"","","","","","52.0","","","696.0",""
"","","","","","56.0","","","648.0",""
"","","","","","48.0","","","826.0",""
"","","","","","42.0","","","729.0",""
"","","","","","86.0","","","807.0",""
"","","","","","70.0","","","1311.0",""
"","","","","","","","","1563.0",""
"2","710895990020","50","False","True","27.0","851.0","945.0","1591.0","2845.0"
"","","","","","18.0","","","750.0",""
"","","","","","14.0","","","63.0",""
"","","","","","28.0","","","356.0",""
"","","","","","22.0","","","393.0",""
"","","","","","17.0","","","410.0",""
"","","","","","18.0","","","415.0",""
"","","","","","11.0","","","372.0",""
"","","","","","39.0","","","30.0",""
"","","","","","42.0","","","608.0",""
"","","","","","40.0","","","568.0",""
"","","","","","37.0","","","597.0",""
"","","","","","36.0","","","567.0",""
"","","","","","37.0","","","472.0",""
"","","","","","35.0","","","484.0",""
"","","","","","39.0","","","484.0",""
"","","","","","36.0","","","455.0",""
"","","","","","44.0","","","587.0",""
"","","","","","45.0","","","677.0",""
"","","","","","48.0","","","648.0",""
"","","","","","50.0","","","818.0",""
"","","","","","56.0","","","871.0",""
"","","","","","54.0","","","917.0",""
"","","","","","58.0","","","1033.0",""
"","","","","","94.0","","","1433.0",""
"1","1101953049267","64","False","True","16.0","1280.0","1474.0","87.0","4032.0"
"","","","","","21.0","","","49.0",""
"","","","","","15.0","","","37.0",""
"","","","","","44.0","","","52.0",""
"","","","","","45.0","","","539.0",""
"","","","","","43.0","","","462.0",""
"","","","","","39.0","","","537.0",""
"","","","","","36.0","","","494.0",""
"","","","","","34.0","","","428.0",""
"","","","","","33.0","","","393.0",""
"","","","","","32.0","","","416.0",""
"","","","","","34.0","","","364.0",""
"","","","","","34.0","","","425.0",""
"","","","","","34.0","","","353.0",""
"","","","","","35.0","","","387.0",""
"","","","","","38.0","","","416.0",""
"","","","","","38.0","","","547.0",""
"","","","","","37.0","","","445.0",""
"","","","","","38.0","","","445.0",""
"","","","","","43.0","","","556.0",""
"","","","","","42.0","","","643.0",""
"","","","","","44.0","","","621.0",""
"","","","","","49.0","","","679.0",""
"","","","","","48.0","","","733.0",""
"","","","","","50.0","","","742.0",""
"","","","","","51.0","","","674.0",""
"","","","","","58.0","","","661.0",""
"","","","","","54.0","","","784.0",""
"","","","","","54.0","","","725.0",""
"","","","","","64.0","","","789.0",""
"","","","","","76.0","","","1276.0",""
"","","","","","195.0","","","1136.0",""
"2","1328388164436","58","True","False","33.0","884.0","965.0","1423.0","2484.0"
"","","","","","22.0","","","781.0",""
"","","","","","19.0","","","42.0",""
"","","","","","28.0","","","480.0",""
"","","","","","20.0","","","404.0",""
"","","","","","19.0","","","432.0",""
"","","","","","18.0","","","408.0",""
"","","","","","19.0","","","473.0",""
"","","","","","19.0","","","439.0",""
"","","","","","17.0","","","422.0",""
"","","","","","27.0","","","50.0",""
"","","","","","37.0","","","396.0",""
"","","","","","36.0","","","346.0",""
"","","","","","38.0","","","419.0",""
"","","","","","36.0","","","372.0",""
"","","","","","38.0","","","365.0",""
"","","","","","39.0","","","405.0",""
"","","","","","36.0","","","366.0",""
"","","","","","35.0","","","352.0",""
"","","","","","35.0","","","374.0",""
"","","","","","37.0","","","356.0",""
"","","","","","36.0","","","361.0",""
"","","","","","36.0","","","401.0",""
"","","","","","41.0","","","409.0",""
"","","","","","39.0","","","458.0",""
"","","","","","41.0","","","435.0",""
"","","","","","39.0","","","439.0",""
"","","","","","43.0","","","468.0",""
"","","","","","84.0","","","503.0",""
"2","70494714216","80","True","False","12.0","1399.0","1440.0","92.0","2918.0"
"","","","","","31.0","","","35.0",""
"","","","","","21.0","","","67.0",""
"","","","","","20.0","","","408.0",""
"","","","","","15.0","","","468.0",""
"","","","","","16.0","","","427.0",""
"","","","","","11.0","","","393.0",""
"","","","","","12.0","","","336.0",""
"","","","","","24.0","","","389.0",""
"","","","","","39.0","","","45.0",""
"","","","","","39.0","","","399.0",""
"","","","","","41.0","","","473.0",""
"","","","","","41.0","","","436.0",""
"","","","","","39.0","","","456.0",""
"","","","","","40.0","","","446.0",""
"","","","","","41.0","","","469.0",""
"","","","","","42.0","","","429.0",""
"","","","","","43.0","","","414.0",""
"","","","","","39.0","","","426.0",""
"","","","","","40.0","","","386.0",""
"","","","","","38.0","","","429.0",""
"","","","","","38.0","","","385.0",""
"","","","","","41.0","","","383.0",""
"","","","","","37.0","","","392.0",""
"","","","","","38.0","","","380.0",""
"","","","","","41.0","","","393.0",""
"","","","","","38.0","","","393.0",""
"","","","","","42.0","","","380.0",""
"","","","","","45.0","","","443.0",""
"","","","","","42.0","","","482.0",""
"","","","","","42.0","","","453.0",""
"","","","","","41.0","","","460.0",""
"","","","","","41.0","","","491.0",""
"","","","","","43.0","","","452.0",""
"","","","","","44.0","","","531.0",""
"","","","","","42.0","","","457.0",""
"","","","","","45.0","","","468.0",""
"","","","","","45.0","","","489.0",""
"","","","","","41.0","","","470.0",""
"","","","","","50.0","","","457.0",""
"1","152380624786","49","True","False","25.0","814.0","815.0","88.0","1942.0"
"","","","","","24.0","","","41.0",""
"","","","","","25.0","","","78.0",""
"","","","","","22.0","","","531.0",""
"","","","","","16.0","","","481.0",""
"","","","","","17.0","","","383.0",""
"","","","","","16.0","","","434.0",""
"","","","","","24.0","","","460.0",""
"","","","","","26.0","","","100.0",""
"","","","","","38.0","","","501.0",""
"","","","","","41.0","","","475.0",""
"","","","","","41.0","","","458.0",""
"","","","","","38.0","","","604.0",""
"","","","","","41.0","","","430.0",""
"","","","","","39.0","","","441.0",""
"","","","","","43.0","","","456.0",""
"","","","","","43.0","","","445.0",""
"","","","","","41.0","","","469.0",""
"","","","","","45.0","","","453.0",""
"","","","","","41.0","","","446.0",""
"","","","","","43.0","","","407.0",""
"","","","","","41.0","","","409.0",""
"","","","","","42.0","","","409.0",""
"","","","","","43.0","","","447.0",""
"","","","","","","","","414.0",""
"2","512218346618","39","False","True","33.0","778.0","788.0","1483.0","5314.0"
"","","","","","27.0","","","756.0",""
"","","","","","22.0","","","508.0",""
"","","","","","11.0","","","57.0",""
"","","","","","36.0","","","43.0",""
"","","","","","33.0","","","544.0",""
"","","","","","33.0","","","690.0",""
"","","","","","41.0","","","787.0",""
"","","","","","47.0","","","861.0",""
"","","","","","45.0","","","669.0",""
"","","","","","44.0","","","718.0",""
"","","","","","44.0","","","672.0",""
"","","","","","51.0","","","886.0",""
"","","","","","49.0","","","974.0",""
"","","","","","51.0","","","753.0",""
"","","","","","48.0","","","768.0",""
"","","","","","53.0","","","933.0",""
"","","","","","53.0","","","1140.0",""
"","","","","","67.0","","","1382.0",""
"","","","","","","","","3111.0",""
"1","1370857619464","53","False","True","28.0","1105.0","1105.0","1356.0","2358.0"
"","","","","","23.0","","","43.0",""
"","","","","","17.0","","","547.0",""
"","","","","","43.0","","","43.0",""
"","","","","","38.0","","","415.0",""
"","","","","","39.0","","","447.0",""
"","","","","","39.0","","","524.0",""
"","","","","","39.0","","","439.0",""
"","","","","","43.0","","","509.0",""
"","","","","","41.0","","","692.0",""
"","","","","","42.0","","","627.0",""
"","","","","","41.0","","","547.0",""
"","","","","","41.0","","","586.0",""
"","","","","","41.0","","","547.0",""
"","","","","","42.0","","","580.0",""
"","","","","","41.0","","","587.0",""
"","","","","","42.0","","","534.0",""
"","","","","","47.0","","","599.0",""
"","","","","","46.0","","","641.0",""
"","","","","","45.0","","","661.0",""
"","","","","","47.0","","","660.0",""
"","","","","","53.0","","","756.0",""
"","","","","","48.0","","","720.0",""
"","","","","","54.0","","","674.0",""
"","","","","","60.0","","","730.0",""
"","","","","","65.0","","","933.0",""
"","","","","","","","","1037.0",""
"2","699115013388","28","True","False","20.0","363.0","396.0","89.0","365.0"
"","","","","","34.0","","","54.0",""
"","","","","","28.0","","","591.0",""
"","","","","","23.0","","","547.0",""
"","","","","","19.0","","","444.0",""
"","","","","","17.0","","","387.0",""
"","","","","","25.0","","","401.0",""
"","","","","","18.0","","","477.0",""
"","","","","","18.0","","","437.0",""
"","","","","","34.0","","","31.0",""
"","","","","","38.0","","","441.0",""
"","","","","","38.0","","","457.0",""
"","","","","","40.0","","","484.0",""
"","","","","","44.0","","","540.0",""
"2","430014653071","56","True","False","21.0","900.0","942.0","1568.0","2636.0"
"","","","","","21.0","","","606.0",""
"","","","","","19.0","","","44.0",""
"","","","","","18.0","","","37.0",""
"","","","","","42.0","","","437.0",""
"","","","","","43.0","","","456.0",""
"","","","","","39.0","","","426.0",""
"","","","","","38.0","","","348.0",""
"","","","","","35.0","","","312.0",""
"","","","","","37.0","","","306.0",""
"","","","","","38.0","","","317.0",""
"","","","","","37.0","","","315.0",""
"","","","","","38.0","","","320.0",""
"","","","","","39.0","","","343.0",""
"","","","","","36.0","","","349.0",""
"","","","","","36.0","","","346.0",""
"","","","","","34.0","","","274.0",""
"","","","","","33.0","","","311.0",""
"","","","","","34.0","","","355.0",""
"","","","","","32.0","","","365.0",""
"","","","","","30.0","","","328.0",""
"","","","","","30.0","","","382.0",""
"","","","","","33.0","","","364.0",""
"","","","","","33.0","","","334.0",""
"","","","","","33.0","","","366.0",""
"","","","","","34.0","","","339.0",""
"","","","","","33.0","","","340.0",""
"","","","","","46.0","","","358.0",""
"1","1466658264767","35","True","False","29.0","469.0","467.0","1403.0","884.0"
"","","","","","24.0","","","592.0",""
"","","","","","18.0","","","408.0",""
"","","","","","20.0","","","417.0",""
"","","","","","15.0","","","401.0",""
"","","","","","11.0","","","119.0",""
"","","","","","14.0","","","305.0",""
"","","","","","14.0","","","275.0",""
"","","","","","7.0","","","286.0",""
"","","","","","36.0","","","34.0",""
"","","","","","39.0","","","337.0",""
"","","","","","37.0","","","341.0",""
"","","","","","35.0","","","431.0",""
"","","","","","35.0","","","400.0",""
"","","","","","35.0","","","479.0",""
"","","","","","48.0","","","410.0",""
"","","","","","52.0","","","730.0",""
"","","","","","","","","785.0",""
"1","17371396319","67","True","False","25.0","1112.0","1111.0","1500.0","2256.0"
"","","","","","27.0","","","728.0",""
"","","","","","22.0","","","725.0",""
"","","","","","21.0","","","567.0",""
"","","","","","15.0","","","331.0",""
"","","","","","14.0","","","376.0",""
"","","","","","11.0","","","67.0",""
"","","","","","21.0","","","57.0",""
"","","","","","40.0","","","431.0",""
"","","","","","41.0","","","459.0",""
"","","","","","36.0","","","401.0",""
"","","","","","34.0","","","343.0",""
"","","","","","36.0","","","339.0",""
"","","","","","34.0","","","354.0",""
"","","","","","35.0","","","330.0",""
"","","","","","35.0","","","335.0",""
"","","","","","38.0","","","349.0",""
"","","","","","37.0","","","335.0",""
"","","","","","39.0","","","335.0",""
"","","","","","36.0","","","329.0",""
"","","","","","35.0","","","322.0",""
"","","","","","35.0","","","334.0",""
"","","","","","36.0","","","356.0",""
"","","","","","35.0","","","329.0",""
"","","","","","35.0","","","315.0",""
"","","","","","37.0","","","299.0",""
"","","","","","38.0","","","354.0",""
"","","","","","39.0","","","327.0",""
"","","","","","40.0","","","347.0",""
"","","","","","44.0","","","367.0",""
"","","","","","47.0","","","383.0",""
"","","","","","46.0","","","427.0",""
"","","","","","48.0","","","421.0",""
"","","","","","","","","381.0",""
"1","150160976118","45","True","False","15.0","721.0","721.0","97.0","2396.0"
"","","","","","20.0","","","43.0",""
"","","","","","43.0","","","53.0",""
"","","","","","40.0","","","420.0",""
"","","","","","37.0","","","385.0",""
"","","","","","33.0","","","352.0",""
"","","","","","32.0","","","307.0",""
"","","","","","31.0","","","340.0",""
"","","","","","32.0","","","307.0",""
"","","","","","31.0","","","340.0",""
"","","","","","31.0","","","341.0",""
"","","","","","34.0","","","308.0",""
"","","","","","34.0","","","280.0",""
"","","","","","34.0","","","308.0",""
"","","","","","33.0","","","306.0",""
"","","","","","32.0","","","347.0",""
"","","","","","32.0","","","302.0",""
"","","","","","33.0","","","326.0",""
"","","","","","34.0","","","340.0",""
"","","","","","35.0","","","345.0",""
"","","","","","36.0","","","327.0",""
"","","","","","39.0","","","365.0",""
"","","","","","","","","322.0",""
"1","1154833565068","49","True","False","34.0","827.0","827.0","1173.0","2033.0"
"","","","","","22.0","","","68.0",""
"","","","","","33.0","","","514.0",""
"","","","","","23.0","","","428.0",""
"","","","","","14.0","","","353.0",""
"","","","","","15.0","","","407.0",""
"","","","","","16.0","","","49.0",""
"","","","","","37.0","","","458.0",""
"","","","","","36.0","","","491.0",""
"","","","","","32.0","","","447.0",""
"","","","","","37.0","","","452.0",""
"","","","","","40.0","","","431.0",""
"","","","","","38.0","","","503.0",""
"","","","","","37.0","","","477.0",""
"","","","","","34.0","","","544.0",""
"","","","","","39.0","","","459.0",""
"","","","","","38.0","","","563.0",""
"","","","","","38.0","","","479.0",""
"","","","","","40.0","","","521.0",""
"","","","","","40.0","","","511.0",""
"","","","","","46.0","","","572.0",""
"","","","","","42.0","","","588.0",""
"","","","","","47.0","","","651.0",""
"","","","","","51.0","","","703.0",""
"","","","","","","","","823.0",""
"2","403411022025","50","True","False","22.0","858.0","908.0","96.0","1536.0"
"","","","","","29.0","","","51.0",""
"","","","","","28.0","","","66.0",""
"","","","","","28.0","","","543.0",""
"","","","","","22.0","","","523.0",""
"","","","","","25.0","","","520.0",""
"","","","","","23.0","","","547.0",""
"","","","","","10.0","","","599.0",""
"","","","","","17.0","","","431.0",""
"","","","","","37.0","","","35.0",""
"","","","","","36.0","","","413.0",""
"","","","","","33.0","","","342.0",""
"","","","","","33.0","","","331.0",""
"","","","","","32.0","","","355.0",""
"","","","","","36.0","","","415.0",""
"","","","","","40.0","","","448.0",""
"","","","","","44.0","","","417.0",""
"","","","","","43.0","","","628.0",""
"","","","","","48.0","","","781.0",""
"","","","","","46.0","","","1055.0",""
"","","","","","49.0","","","1035.0",""
"","","","","","53.0","","","1065.0",""
"","","","","","59.0","","","1304.0",""
"","","","","","57.0","","","1264.0",""
"","","","","","58.0","","","1254.0",""
"1","362652857271","48","False","True","26.0","768.0","914.0","1336.0","1458.0"
"","","","","","27.0","","","747.0",""
"","","","","","21.0","","","554.0",""
"","","","","","17.0","","","65.0",""
"","","","","","15.0","","","413.0",""
"","","","","","26.0","","","62.0",""
"","","","","","33.0","","","373.0",""
"","","","","","32.0","","","317.0",""
"","","","","","33.0","","","339.0",""
"","","","","","33.0","","","308.0",""
"","","","","","30.0","","","326.0",""
"","","","","","32.0","","","259.0",""
"","","","","","30.0","","","254.0",""
"","","","","","34.0","","","274.0",""
"","","","","","36.0","","","339.0",""
"","","","","","38.0","","","356.0",""
"","","","","","37.0","","","383.0",""
"","","","","","39.0","","","387.0",""
"","","","","","42.0","","","416.0",""
"","","","","","42.0","","","408.0",""
"","","","","","46.0","","","388.0",""
"","","","","","49.0","","","392.0",""
"","","","","","51.0","","","405.0",""
"","","","","","145.0","","","405.0",""
"1","341085537252","79","False","True","35.0","1540.0","1539.0","1386.0","3063.0"
"","","","","","26.0","","","785.0",""
"","","","","","21.0","","","637.0",""
"","","","","","18.0","","","552.0",""
"","","","","","16.0","","","491.0",""
"","","","","","13.0","","","468.0",""
"","","","","","15.0","","","43.0",""
"","","","","","41.0","","","454.0",""
"","","","","","39.0","","","460.0",""
"","","","","","42.0","","","480.0",""
"","","","","","37.0","","","520.0",""
"","","","","","37.0","","","439.0",""
"","","","","","32.0","","","417.0",""
"","","","","","33.0","","","450.0",""
"","","","","","35.0","","","549.0",""
"","","","","","33.0","","","518.0",""
"","","","","","40.0","","","522.0",""
"","","","","","40.0","","","589.0",""
"","","","","","42.0","","","543.0",""
"","","","","","45.0","","","533.0",""
"","","","","","39.0","","","529.0",""
"","","","","","48.0","","","499.0",""
"","","","","","47.0","","","522.0",""
"","","","","","46.0","","","545.0",""
"","","","","","46.0","","","505.0",""
"","","","","","46.0","","","516.0",""
