"winnerIndex","seed","turns","crystalWin","unitWin","co_generations","co_sumChampionHostFindGen","co_sumChampionParasiteFindGen","oe_generations","oe_sumChampionHostFindGen"
"","","","","","36.0","","","357.0",""
"","","","","","35.0","","","329.0",""
"","","","","","39.0","","","364.0",""
"","","","","","37.0","","","450.0",""
"","","","","","37.0","","","436.0",""
"","","","","","38.0","","","419.0",""
"","","","","","40.0","","","343.0",""
"","","","","","45.0","","","432.0",""
"","","","","","50.0","","","463.0",""
"","","","","","45.0","","","637.0",""
"","","","","","50.0","","","461.0",""
"","","","","","51.0","","","493.0",""
"","","","","","52.0","","","568.0",""
"","","","","","55.0","","","548.0",""
"1","46467883589","57","True","False","26.0","1060.0","1059.0","1297.0","3035.0"
"","","","","","20.0","","","47.0",""
"","","","","","37.0","","","609.0",""
"","","","","","21.0","","","90.0",""
"","","","","","35.0","","","414.0",""
"","","","","","33.0","","","328.0",""
"","","","","","32.0","","","309.0",""
"","","","","","33.0","","","305.0",""
"","","","","","32.0","","","290.0",""
"","","","","","32.0","","","263.0",""
"","","","","","34.0","","","310.0",""
"","","","","","31.0","","","379.0",""
"","","","","","34.0","","","370.0",""
"","","","","","35.0","","","342.0",""
"","","","","","35.0","","","377.0",""
"","","","","","30.0","","","362.0",""
"","","","","","30.0","","","345.0",""
"","","","","","31.0","","","340.0",""
"","","","","","32.0","","","395.0",""
"","","","","","41.0","","","344.0",""
"","","","","","41.0","","","353.0",""
"","","","","","46.0","","","432.0",""
"","","","","","49.0","","","481.0",""
"","","","","","52.0","","","653.0",""
"","","","","","53.0","","","471.0",""
"","","","","","59.0","","","572.0",""
"","","","","","60.0","","","655.0",""
"","","","","","66.0","","","778.0",""
"","","","","","","","","755.0",""
"1","46438094621","47","True","False","32.0","701.0","701.0","1224.0","2155.0"
"","","","","","28.0","","","506.0",""
"","","","","","19.0","","","71.0",""
"","","","","","18.0","","","398.0",""
"","","","","","17.0","","","57.0",""
"","","","","","35.0","","","360.0",""
"","","","","","32.0","","","354.0",""
"","","","","","31.0","","","380.0",""
"","","","","","33.0","","","357.0",""
"","","","","","31.0","","","412.0",""
"","","","","","29.0","","","343.0",""
"","","","","","28.0","","","329.0",""
"","","","","","28.0","","","342.0",""
"","","","","","30.0","","","344.0",""
"","","","","","28.0","","","340.0",""
"","","","","","34.0","","","318.0",""
"","","","","","34.0","","","339.0",""
"","","","","","33.0","","","303.0",""
"","","","","","36.0","","","330.0",""
"","","","","","33.0","","","330.0",""
"","","","","","35.0","","","290.0",""
"","","","","","38.0","","","359.0",""
"","","","","","39.0","","","386.0",""
"","","","","","","","","393.0",""
"1","1025091073663","55","False","True","26.0","1014.0","1013.0","98.0","2396.0"
"","","","","","41.0","","","53.0",""
"","","","","","20.0","","","554.0",""
"","","","","","18.0","","","297.0",""
"","","","","","16.0","","","272.0",""
"","","","","","34.0","","","41.0",""
"","","","","","33.0","","","318.0",""
"","","","","","36.0","","","330.0",""
"","","","","","34.0","","","355.0",""
"","","","","","36.0","","","368.0",""
"","","","","","34.0","","","344.0",""
"","","","","","36.0","","","394.0",""
"","","","","","34.0","","","340.0",""
"","","","","","35.0","","","371.0",""
"","","","","","37.0","","","375.0",""
"","","","","","36.0","","","398.0",""
"","","","","","35.0","","","361.0",""
"","","","","","33.0","","","344.0",""
"","","","","","40.0","","","384.0",""
"","","","","","41.0","","","418.0",""
"","","","","","39.0","","","387.0",""
"","","","","","45.0","","","409.0",""
"","","","","","44.0","","","432.0",""
"","","","","","54.0","","","488.0",""
"","","","","","50.0","","","518.0",""
"","","","","","59.0","","","618.0",""
"","","","","","68.0","","","755.0",""
"","","","","","","","","676.0",""
"2","1454944970537","51","False","True","15.0","891.0","963.0","98.0","2773.0"
"","","","","","51.0","","","45.0",""
"","","","","","43.0","","","500.0",""
"","","","","","38.0","","","480.0",""
"","","","","","34.0","","","339.0",""
"","","","","","33.0","","","267.0",""
"","","","","","32.0","","","278.0",""
"","","","","","31.0","","","315.0",""
"","","","","","27.0","","","356.0",""
"","","","","","29.0","","","341.0",""
"","","","","","35.0","","","385.0",""
"","","","","","34.0","","","343.0",""
"","","","","","29.0","","","333.0",""
"","","","","","33.0","","","360.0",""
"","","","","","31.0","","","396.0",""
"","","","","","33.0","","","350.0",""
"","","","","","42.0","","","401.0",""
"","","","","","40.0","","","528.0",""
"","","","","","43.0","","","607.0",""
"","","","","","44.0","","","565.0",""
"","","","","","46.0","","","885.0",""
"","","","","","48.0","","","882.0",""
"","","","","","51.0","","","801.0",""
"","","","","","49.0","","","941.0",""
"","","","","","73.0","","","1411.0",""
"","","","","","","","","3141.0",""
"1","1268554575117","73","True","False","30.0","1361.0","1361.0","1373.0","4527.0"
"","","","","","29.0","","","905.0",""
"","","","","","19.0","","","50.0",""
"","","","","","17.0","","","444.0",""
"","","","","","12.0","","","310.0",""
"","","","","","36.0","","","30.0",""
"","","","","","32.0","","","332.0",""
"","","","","","31.0","","","318.0",""
"","","","","","33.0","","","261.0",""
"","","","","","38.0","","","323.0",""
"","","","","","39.0","","","484.0",""
"","","","","","38.0","","","435.0",""
"","","","","","36.0","","","417.0",""
"","","","","","40.0","","","402.0",""
"","","","","","40.0","","","418.0",""
"","","","","","38.0","","","527.0",""
"","","","","","40.0","","","386.0",""
"","","","","","38.0","","","417.0",""
"","","","","","38.0","","","402.0",""
"","","","","","39.0","","","396.0",""
"","","","","","41.0","","","388.0",""
"","","","","","42.0","","","379.0",""
"","","","","","38.0","","","452.0",""
"","","","","","40.0","","","373.0",""
"","","","","","41.0","","","435.0",""
"","","","","","40.0","","","391.0",""
"","","","","","39.0","","","444.0",""
"","","","","","41.0","","","413.0",""
"","","","","","45.0","","","422.0",""
"","","","","","43.0","","","485.0",""
"","","","","","44.0","","","425.0",""
"","","","","","47.0","","","451.0",""
"","","","","","44.0","","","481.0",""
"","","","","","40.0","","","468.0",""
"","","","","","56.0","","","584.0",""
"","","","","","57.0","","","1209.0",""
"","","","","","","","","1408.0",""
"2","657551604233","65","False","True","33.0","1143.0","1227.0","1536.0","4261.0"
"","","","","","27.0","","","638.0",""
"","","","","","22.0","","","578.0",""
"","","","","","21.0","","","499.0",""
"","","","","","15.0","","","464.0",""
"","","","","","12.0","","","379.0",""
"","","","","","11.0","","","387.0",""
"","","","","","14.0","","","78.0",""
"","","","","","17.0","","","41.0",""
"","","","","","33.0","","","526.0",""
"","","","","","31.0","","","346.0",""
"","","","","","34.0","","","358.0",""
"","","","","","33.0","","","368.0",""
"","","","","","35.0","","","350.0",""
"","","","","","33.0","","","340.0",""
"","","","","","33.0","","","351.0",""
"","","","","","34.0","","","365.0",""
"","","","","","39.0","","","352.0",""
"","","","","","41.0","","","369.0",""
"","","","","","35.0","","","427.0",""
"","","","","","44.0","","","412.0",""
"","","","","","42.0","","","555.0",""
"","","","","","38.0","","","631.0",""
"","","","","","52.0","","","706.0",""
"","","","","","49.0","","","714.0",""
"","","","","","53.0","","","641.0",""
"","","","","","56.0","","","601.0",""
"","","","","","58.0","","","788.0",""
"","","","","","64.0","","","1190.0",""
"","","","","","66.0","","","1343.0",""
"","","","","","61.0","","","1501.0",""
"","","","","","91.0","","","1413.0",""
"","","","","","","","","4020.0",""
"2","596667407166","50","True","False","32.0","877.0","912.0","1510.0","1428.0"
"","","","","","21.0","","","895.0",""
"","","","","","10.0","","","41.0",""
"","","","","","42.0","","","61.0",""
"","","","","","39.0","","","366.0",""
"","","","","","36.0","","","340.0",""
"","","","","","32.0","","","340.0",""
"","","","","","34.0","","","340.0",""
"","","","","","33.0","","","383.0",""
"","","","","","34.0","","","378.0",""
"","","","","","32.0","","","391.0",""
"","","","","","34.0","","","377.0",""
"","","","","","34.0","","","360.0",""
"","","","","","34.0","","","372.0",""
"","","","","","36.0","","","343.0",""
"","","","","","36.0","","","395.0",""
"","","","","","42.0","","","369.0",""
"","","","","","41.0","","","428.0",""
"","","","","","44.0","","","424.0",""
"","","","","","40.0","","","424.0",""
"","","","","","47.0","","","437.0",""
"","","","","","45.0","","","416.0",""
"","","","","","48.0","","","487.0",""
"","","","","","43.0","","","455.0",""
"","","","","","43.0","","","567.0",""
"1","485052927696","47","True","False","29.0","735.0","734.0","1336.0","1440.0"
"","","","","","26.0","","","730.0",""
"","","","","","20.0","","","515.0",""
"","","","","","18.0","","","498.0",""
"","","","","","17.0","","","42.0",""
"","","","","","35.0","","","394.0",""
"","","","","","36.0","","","360.0",""
"","","","","","36.0","","","390.0",""
"","","","","","32.0","","","310.0",""
"","","","","","31.0","","","307.0",""
"","","","","","31.0","","","318.0",""
"","","","","","31.0","","","305.0",""
"","","","","","31.0","","","333.0",""
"","","","","","32.0","","","320.0",""
"","","","","","32.0","","","342.0",""
"","","","","","34.0","","","325.0",""
"","","","","","33.0","","","304.0",""
"","","","","","36.0","","","348.0",""
"","","","","","36.0","","","358.0",""
"","","","","","38.0","","","382.0",""
"","","","","","42.0","","","530.0",""
"","","","","","40.0","","","423.0",""
"","","","","","39.0","","","462.0",""
"","","","","","","","","578.0",""
"1","751914769649","61","True","False","23.0","1135.0","1135.0","95.0","2656.0"
"","","","","","32.0","","","47.0",""
"","","","","","42.0","","","422.0",""
"","","","","","37.0","","","362.0",""
"","","","","","33.0","","","337.0",""
"","","","","","31.0","","","289.0",""
"","","","","","28.0","","","283.0",""
"","","","","","31.0","","","267.0",""
"","","","","","30.0","","","302.0",""
"","","","","","30.0","","","316.0",""
"","","","","","29.0","","","332.0",""
"","","","","","31.0","","","319.0",""
"","","","","","34.0","","","356.0",""
"","","","","","35.0","","","354.0",""
"","","","","","34.0","","","395.0",""
"","","","","","37.0","","","450.0",""
"","","","","","37.0","","","378.0",""
"","","","","","36.0","","","409.0",""
"","","","","","30.0","","","394.0",""
"","","","","","33.0","","","340.0",""
"","","","","","35.0","","","347.0",""
"","","","","","40.0","","","324.0",""
"","","","","","43.0","","","424.0",""
"","","","","","43.0","","","408.0",""
"","","","","","51.0","","","496.0",""
"","","","","","47.0","","","820.0",""
"","","","","","48.0","","","640.0",""
"","","","","","61.0","","","716.0",""
"","","","","","60.0","","","1035.0",""
"","","","","","55.0","","","1045.0",""
"","","","","","","","","1307.0",""
"1","1285250638638","39","True","False","26.0","544.0","546.0","1514.0","1086.0"
"","","","","","20.0","","","538.0",""
"","","","","","18.0","","","424.0",""
"","","","","","12.0","","","375.0",""
"","","","","","21.0","","","98.0",""
"","","","","","8.0","","","322.0",""
"","","","","","35.0","","","83.0",""
"","","","","","35.0","","","330.0",""
"","","","","","36.0","","","306.0",""
"","","","","","34.0","","","370.0",""
"","","","","","34.0","","","369.0",""
"","","","","","33.0","","","370.0",""
"","","","","","33.0","","","337.0",""
"","","","","","30.0","","","309.0",""
"","","","","","34.0","","","305.0",""
"","","","","","35.0","","","318.0",""
"","","","","","35.0","","","325.0",""
"","","","","","34.0","","","333.0",""
"","","","","","33.0","","","346.0",""
"","","","","","","","","386.0",""
"1","801965203692","58","False","True","28.0","971.0","1142.0","1543.0","2721.0"
"","","","","","16.0","","","62.0",""
"","","","","","30.0","","","496.0",""
"","","","","","22.0","","","440.0",""
"","","","","","17.0","","","317.0",""
"","","","","","16.0","","","273.0",""
"","","","","","12.0","","","38.0",""
"","","","","","33.0","","","242.0",""
"","","","","","35.0","","","343.0",""
"","","","","","37.0","","","346.0",""
"","","","","","37.0","","","340.0",""
"","","","","","36.0","","","341.0",""
"","","","","","36.0","","","417.0",""
"","","","","","34.0","","","358.0",""
"","","","","","35.0","","","347.0",""
"","","","","","33.0","","","345.0",""
"","","","","","36.0","","","333.0",""
"","","","","","40.0","","","396.0",""
"","","","","","38.0","","","391.0",""
"","","","","","38.0","","","387.0",""
"","","","","","39.0","","","369.0",""
"","","","","","41.0","","","393.0",""
"","","","","","42.0","","","376.0",""
"","","","","","43.0","","","426.0",""
"","","","","","43.0","","","424.0",""
"","","","","","48.0","","","435.0",""
"","","","","","50.0","","","390.0",""
"","","","","","55.0","","","499.0",""
"","","","","","173.0","","","506.0",""
"1","606559551552","41","True","False","21.0","794.0","794.0","102.0","1077.0"
"","","","","","56.0","","","64.0",""
"","","","","","50.0","","","693.0",""
"","","","","","45.0","","","540.0",""
"","","","","","39.0","","","573.0",""
"","","","","","33.0","","","421.0",""
"","","","","","29.0","","","328.0",""
"","","","","","29.0","","","219.0",""
"","","","","","31.0","","","272.0",""
"","","","","","32.0","","","272.0",""
"","","","","","33.0","","","328.0",""
"","","","","","35.0","","","405.0",""
"","","","","","42.0","","","440.0",""
"","","","","","43.0","","","429.0",""
"","","","","","44.0","","","581.0",""
"","","","","","44.0","","","571.0",""
"","","","","","43.0","","","423.0",""
"","","","","","42.0","","","393.0",""
"","","","","","44.0","","","454.0",""
"","","","","","59.0","","","463.0",""
"","","","","","","","","441.0",""
"1","1292722392231","61","False","True","21.0","1192.0","1192.0","98.0","2219.0"
"","","","","","36.0","","","161.0",""
"","","","","","22.0","","","508.0",""
"","","","","","42.0","","","76.0",""
"","","","","","39.0","","","472.0",""
"","","","","","38.0","","","419.0",""
"","","","","","35.0","","","422.0",""
"","","","","","34.0","","","402.0",""
"","","","","","33.0","","","359.0",""
"","","","","","35.0","","","439.0",""
"","","","","","36.0","","","440.0",""
"","","","","","35.0","","","500.0",""
"","","","","","39.0","","","472.0",""
"","","","","","40.0","","","447.0",""
"","","","","","37.0","","","441.0",""
"","","","","","36.0","","","369.0",""
"","","","","","39.0","","","444.0",""
"","","","","","39.0","","","399.0",""
"","","","","","42.0","","","498.0",""
"","","","","","42.0","","","561.0",""
"","","","","","46.0","","","520.0",""
"","","","","","43.0","","","575.0",""
"","","","","","46.0","","","452.0",""
"","","","","","47.0","","","456.0",""
"","","","","","44.0","","","451.0",""
"","","","","","42.0","","","450.0",""
"","","","","","47.0","","","469.0",""
"","","","","","48.0","","","465.0",""
"","","","","","45.0","","","602.0",""
"","","","","","64.0","","","586.0",""
